train/rewards,time/fps,time/episodes,time/total_timesteps,time/time_elapsed,train/critic_loss,rollout/ep_len_mean,train/n_updates,train/learning_rate,rollout/ep_rew_mean,train/actor_loss
-0.5258536,20,96,9792,466,10.345864970017882,102.0,9690,0.001,-83.99241777083333,4.508453383165247
-0.654837,20,100,10200,485,7.793866689590847,102.0,10098,0.001,-81.07417128,4.060400308347216
-0.6003599,21,104,10608,504,9.137994787272286,102.0,10506,0.001,-73.49921292,4.120823285158942
-0.38879207,21,108,11016,524,8.79159508265701,102.0,10914,0.001,-29.67513201,3.88288072978749
-0.92977256,21,112,11424,543,10.376004332713052,102.0,11322,0.001,-18.6995411,4.029395145528457
-1.1131451,21,116,11832,562,7.8494848170701195,102.0,11730,0.001,-17.506448980000002,3.8740265369415283
-0.9543091,21,120,12240,581,8.919277707151338,102.0,12138,0.001,-16.49615715,3.917696279637954
-1.4304109,21,124,12648,600,10.967452096588472,102.0,12546,0.001,-15.813908940000001,3.9441021937949983
-0.91312194,21,128,13056,620,8.502861071743217,102.0,12954,0.001,-15.22772209,3.8141411098779416
-0.31578892,21,132,13464,639,12.014545872807503,102.0,13362,0.001,-14.795657509999998,3.3801530950209675
-0.52669924,21,136,13872,658,9.074034747539782,102.0,13770,0.001,-14.31011291,3.5208178595000623
-0.5849064,21,140,14280,677,6.810990188051672,102.0,14178,0.001,-14.06792808,3.201156976176243
-0.53108263,21,144,14688,696,6.6563329243776845,102.0,14586,0.001,-13.653316760000001,3.20764271885741
-0.2904521,21,148,15096,716,5.69628085415153,102.0,14994,0.001,-13.398199030000002,3.1676911326015698
-0.66315097,21,152,15504,735,7.452927445664125,102.0,15402,0.001,-13.126626060000001,3.210332234700521
-0.43298215,21,156,15912,754,4.944258107712455,102.0,15810,0.001,-12.980304019999997,3.0077905514661003
-0.28413814,21,160,16320,773,4.167607124967902,102.0,16218,0.001,-12.903136140000004,3.2298527137905944
-0.39214766,21,164,16728,792,3.377176658779967,102.0,16626,0.001,-12.76516351,3.142198833764768
-0.44833374,21,168,17136,812,6.505694396063393,102.0,17034,0.001,-12.554958700000002,3.185838577794094
-0.25057328,21,172,17544,831,4.1173546860615415,102.0,17442,0.001,-12.465051429999999,3.046249931933833
-1.8246427,21,176,17952,850,3.0793384385167384,102.0,17850,0.001,-12.30526856,3.0411019278507605
-0.63160217,21,180,18360,869,3.3977374215336407,102.0,18258,0.001,-12.142728159999999,2.8461671062544283
-0.37739825,21,184,18768,888,4.262678008745699,102.0,18666,0.001,-12.09679044,2.8877474022846594
-0.23227698,21,188,19176,908,3.723180391040503,102.0,19074,0.001,-11.97347506,2.934719866397334
-0.24294126,21,192,19584,927,2.1108186192372265,102.0,19482,0.001,-11.8625501,2.8867168005775
-0.17865223,21,196,19992,946,5.187535698653436,102.0,19890,0.001,-11.76952522,2.9555971482220817
-0.64648813,21,200,20400,965,4.73832473867372,102.0,20298,0.001,-11.76165001,2.840218576730466
-0.8953713,21,204,20808,985,3.269626237671165,102.0,20706,0.001,-11.684556769999999,2.861953375386257
-0.7462237,21,208,21216,1004,2.113562927526586,102.0,21114,0.001,-11.57807706,2.657643659442079
-0.38497752,21,212,21624,1023,3.2131127791077483,102.0,21522,0.001,-11.51411051,2.762891175700169
-0.34252328,21,216,22032,1042,4.33322006916883,102.0,21930,0.001,-11.47942025,2.6928429369832956
-0.15509132,21,220,22440,1061,3.8860627185626355,102.0,22338,0.001,-11.393912079999998,2.709813812199761
-0.4679347,21,224,22848,1081,4.246193841976278,102.0,22746,0.001,-11.329794219999998,2.763166682392943
-0.253306,21,228,23256,1100,3.443786521058749,102.0,23154,0.001,-11.175372529999997,2.582072697433771
-0.5719266,21,232,23664,1119,2.123865418939614,102.0,23562,0.001,-11.048892539999999,2.61182234100267
-0.16594885,21,236,24072,1138,1.912928836456701,102.0,23970,0.001,-10.940627639999997,2.717708295466853
-0.18105048,21,240,24480,1157,1.2855291368768496,102.0,24378,0.001,-10.78962064,2.4684256221733842
-0.17522092,21,244,24888,1176,2.6445976891646197,102.0,24786,0.001,-10.66252356,2.5017398595809937
-0.11435363,21,248,25296,1196,2.1176329819010755,102.0,25194,0.001,-10.543113850000003,2.622270663579305
-0.6053233,21,252,25704,1215,1.8156035803988868,102.0,25602,0.001,-10.467079700000001,2.5534289280573526
-0.9282847,21,256,26112,1234,1.1615240820774846,102.0,26010,0.001,-10.400273050000003,2.610271958743825
-0.22812757,21,260,26520,1253,2.781640628900598,102.0,26418,0.001,-10.359340029999998,2.509677428825229
-0.4341403,21,264,26928,1273,2.033486602718339,102.0,26826,0.001,-10.38132243,2.5227100194669236
-0.22773363,21,268,27336,1292,1.2480854024270587,102.0,27234,0.001,-10.331282039999998,2.373124230141733
-0.13668185,21,272,27744,1311,2.6933827999175763,102.0,27642,0.001,-10.29041476,2.4035973315145456
-0.2187184,21,276,28152,1330,1.6357089649958938,102.0,28050,0.001,-10.233059969999998,2.382561117995019
-0.16045517,21,280,28560,1349,1.2513520134722484,102.0,28458,0.001,-10.176311579999998,2.4791646798451743
-0.7615364,21,284,28968,1369,2.131061324886247,102.0,28866,0.001,-10.1067102,2.454548342555177
-0.954398,21,288,29376,1388,2.32107854747743,102.0,29274,0.001,-10.10151037,2.3720896477792777
-0.14440241,21,292,29784,1407,0.9951214537974081,102.0,29682,0.001,-9.9526535,2.334865051157334
-0.40099186,21,296,30192,1426,1.7143776527076375,102.0,30090,0.001,-9.916764189999999,2.2683103201436063
-0.94178003,21,300,30600,1446,2.1809214964582053,102.0,30498,0.001,-9.858941170000001,2.2278978310379327
-0.18935564,21,304,31008,1465,1.646826146827901,102.0,30906,0.001,-9.8200692,2.3034838461408427
-0.5345626,21,308,31416,1484,2.61963105168851,102.0,31314,0.001,-9.80247204,2.3169851232977474
-0.4025869,21,312,31824,1503,2.4119256257864774,102.0,31722,0.001,-9.717097869999998,2.289755809540842
-0.46967307,21,316,32232,1522,1.5606555958808053,102.0,32130,0.001,-9.70780673,2.246505059447943
-0.16065246,21,320,32640,1541,1.9550019523822795,102.0,32538,0.001,-9.622135379999998,2.1874434270110785
-0.28789663,21,324,33048,1561,2.415397751565073,102.0,32946,0.001,-9.586489969999999,2.2677006931865917
-0.17987551,21,328,33456,1580,3.7690191835018934,102.0,33354,0.001,-9.60417711,2.146227364446603
-0.9955054,21,332,33864,1599,3.428339986824522,102.0,33762,0.001,-9.66135702,2.243987751942055
-0.22274582,21,336,34272,1618,6.74736082159421,102.0,34170,0.001,-9.68080872,2.169572638530357
-0.17998305,21,340,34680,1637,2.285976885580549,102.0,34578,0.001,-9.69673318,2.1289185308942606
-0.7774604,21,344,35088,1657,1.5590805958445166,102.0,34986,0.001,-9.76820421,1.959542152928371
-0.25621712,21,348,35496,1676,1.7419346326998635,102.0,35394,0.001,-9.83052953,1.9128344760221594
-0.13696261,21,352,35904,1695,0.7394198789900425,102.0,35802,0.001,-9.84534334,1.978862208478591
-0.22010598,21,356,36312,1714,1.0592391887204904,102.0,36210,0.001,-9.89786972,1.9854578691370346
-0.22621647,21,360,36720,1733,1.649090111584348,102.0,36618,0.001,-9.911603359999999,1.9186350224064845
-0.38666913,21,364,37128,1753,0.783084352044206,102.0,37026,0.001,-9.87831211,1.9465417908687217
-0.25583446,21,368,37536,1772,1.1666845049636037,102.0,37434,0.001,-9.884695739999998,2.0519206664141487
-0.16588028,21,372,37944,1791,1.3973642570130966,102.0,37842,0.001,-9.8818459,1.9407637773775588
-0.18095393,21,376,38352,1810,1.2462270694839603,102.0,38250,0.001,-9.882955299999999,1.8814440007303275
-0.9759188,21,380,38760,1830,1.6510796995066546,102.0,38658,0.001,-9.90102663,1.9320630466236788
-0.70365924,21,384,39168,1849,0.8478967440405897,102.0,39066,0.001,-9.90903136,1.7552114280999875
-0.13312848,21,388,39576,1868,0.8307985661587879,102.0,39474,0.001,-9.854734010000001,1.7678434170928656
-0.1154749,21,392,39984,1887,0.47246261991049143,102.0,39882,0.001,-9.885606399999999,1.7902329716027952
-0.1438762,21,396,40392,1907,0.6987042234041819,102.0,40290,0.001,-9.870441180000002,1.7162989027359907
-0.5014946,21,400,40800,1926,0.801934159598222,102.0,40698,0.001,-9.86536969,1.726993535079208
-0.19110611,21,404,41208,1946,1.223575987798326,102.0,41106,0.001,-9.82580419,1.693301053608165
-0.13641998,21,408,41616,1966,0.3788297532820234,102.0,41514,0.001,-9.81461436,1.6911325501460654
-0.22324066,21,412,42024,1985,0.7020579062073546,102.0,41922,0.001,-9.858314690000002,1.651453887715059
-0.7722881,21,416,42432,2004,0.6281959349837374,102.0,42330,0.001,-9.825646900000002,1.6661079140270458
-0.15085375,21,420,42840,2024,0.7318069526523936,102.0,42738,0.001,-9.839455780000002,1.6274846277984918
-0.4617803,21,424,43248,2043,0.5219104885324544,102.0,43146,0.001,-9.822177069999999,1.5802532060473573
-0.59101325,21,428,43656,2062,0.3337132028833616,102.0,43554,0.001,-9.78355434,1.6161292721243465
-0.15966785,21,432,44064,2081,0.38908301301154435,102.0,43962,0.001,-9.70801467,1.5202441098643285
-0.14835036,21,436,44472,2100,0.3331324321163051,102.0,44370,0.001,-9.68364459,1.620046482366674
-0.1929096,21,440,44880,2120,0.5640562993894312,102.0,44778,0.001,-9.661757999999999,1.5510128152136708
-0.11208476,21,444,45288,2139,1.1537019058915914,102.0,45186,0.001,-9.619095839999998,1.5495347158581603
-0.645301,21,448,45696,2158,0.7666659740658075,102.0,45594,0.001,-9.51188721,1.6582438828898411
-0.21993966,21,452,46104,2177,0.6627279899320474,102.0,46002,0.001,-9.47870266,1.5837995725519516
-0.11750303,21,456,46512,2196,0.5249509911838115,102.0,46410,0.001,-9.42494384,1.6023491200278788
-0.222375,21,460,46920,2216,1.1321492643442517,102.0,46818,0.001,-9.42333837,1.522131479253956
-0.73107743,21,464,47328,2235,0.42496699202513577,102.0,47226,0.001,-9.361668940000001,1.5950675244424857
-0.10672446,21,468,47736,2255,0.7108580464972001,102.0,47634,0.001,-9.33498335,1.591841513035344
-0.20542596,21,472,48144,2274,0.8972779985553786,102.0,48042,0.001,-9.312613579999999,1.4937548193277097
-0.29257113,21,476,48552,2294,0.6167846016549304,102.0,48450,0.001,-9.31538041,1.4765297057581883
-0.15620616,21,480,48960,2313,0.40242852396605644,102.0,48858,0.001,-9.291396400000002,1.4737054062824624
-0.1307759,21,484,49368,2333,0.8809295361131138,102.0,49266,0.001,-9.279098130000001,1.4385699103860294
-0.28677738,21,488,49776,2352,0.6748187330496662,102.0,49674,0.001,-9.31698429,1.5016163797939526
-0.09205346,21,492,50184,2371,2.047284467310152,102.0,50082,0.001,-9.38382484,1.571712297551772
-0.6983195,21,496,50592,2391,1.3291221894506438,102.0,50490,0.001,-9.37751043,1.4917227473913455
-0.3216248,21,500,51000,2410,0.4034921131918536,102.0,50898,0.001,-9.41282154,1.4163525887564117
-0.12469892,21,504,51408,2429,0.8984582152071536,102.0,51306,0.001,-9.437613590000002,1.4412608427159928
-0.15403658,21,508,51816,2448,1.0460120448294807,102.0,51714,0.001,-9.4250328,1.5295246255164052
-0.107695416,21,512,52224,2468,1.2852846789265089,102.0,52122,0.001,-9.348156589999999,1.4378406837874769
-0.12974514,21,516,52632,2487,0.5498222716554415,102.0,52530,0.001,-9.32066552,1.4048511397604848
-0.24830239,21,520,53040,2506,0.8266421756250601,102.0,52938,0.001,-9.26198285,1.3519902463052786
-0.15627469,21,524,53448,2526,1.1308418005777925,102.0,53346,0.001,-9.24070412,1.4387165880670734
-0.6821291,21,528,53856,2546,0.926883532026527,102.0,53754,0.001,-9.22196749,1.5480974632150986
-0.25363204,21,532,54264,2566,2.1959191428351343,102.0,54162,0.001,-9.20734313,1.45490757039949
-0.19261864,21,536,54672,2585,0.8200433506977325,102.0,54570,0.001,-9.15203913,1.3996169029497634
-0.2839248,21,540,55080,2605,1.3300402535709972,102.0,54978,0.001,-9.134774709999999,1.4386659860610962
-0.89247096,21,544,55488,2625,0.6104756142286694,102.0,55386,0.001,-9.1133329,1.3413380618188895
-0.31889218,21,548,55896,2644,0.9457234625394145,102.0,55794,0.001,-9.133113730000002,1.412286036154803
-0.5254972,21,552,56304,2663,0.7234599041369032,102.0,56202,0.001,-9.12724188,1.4455796036065793
-0.26406273,21,556,56712,2683,0.4417671380820228,102.0,56610,0.001,-9.11937441,1.3174468489254223
-0.15011066,21,560,57120,2702,0.28929791941910105,102.0,57018,0.001,-9.05765141,1.2914848748375387
-0.19548185,21,564,57528,2722,0.8807813350805173,102.0,57426,0.001,-9.03347006,1.2624064800786037
-0.18179426,21,568,57936,2741,2.079419846135173,102.0,57834,0.001,-8.99532178,1.2741977607502657
-0.16165568,21,572,58344,2760,0.9760579495672502,102.0,58242,0.001,-8.99176344,1.303079792097503
-0.1811783,21,576,58752,2780,2.159347905174774,102.0,58650,0.001,-8.968235640000001,1.263169295647565
-0.12318795,21,580,59160,2800,0.5694901303333395,102.0,59058,0.001,-8.96511854,1.2712254360610364
-0.23492557,21,584,59568,2820,0.5901297075473064,102.0,59466,0.001,-8.971512809999998,1.3257771262935563
-0.114032514,21,588,59976,2839,0.863517774122895,102.0,59874,0.001,-8.95657938,1.1728323627920711
-0.3343631,21,592,60384,2859,1.022533289704691,102.0,60282,0.001,-8.898788719999999,1.2208686143744225
-0.40204018,21,596,60792,2878,0.8742872018312269,102.0,60690,0.001,-8.896652,1.2179039366105024
-0.12280193,21,600,61200,2898,0.6641167854050211,102.0,61098,0.001,-8.855558069999999,1.1665982580652423
-0.5133369,21,604,61608,2918,0.3341970960335696,102.0,61506,0.001,-8.84467797,1.3305255314883064
-0.1229792,21,608,62016,2937,0.5553764152413636,102.0,61914,0.001,-8.81339557,1.1903942215676402
-0.7556994,21,612,62424,2957,0.6329870425785581,102.0,62322,0.001,-8.83021737,1.1816701176119786
-0.41706327,21,616,62832,2976,0.7028537017621976,102.0,62730,0.001,-8.82043167,1.1657859309046876
-0.28963387,21,620,63240,2995,0.6137333999150524,102.0,63138,0.001,-8.867120499999999,1.1990952187893438
-0.105078414,21,624,63648,3014,0.41984179080007417,102.0,63546,0.001,-8.87640832,1.2322117674584483
-0.23445238,21,628,64056,3033,0.4972823754902564,102.0,63954,0.001,-8.94182314,1.2035085629014408
-0.10471097,21,632,64464,3053,0.574486187942253,102.0,64362,0.001,-8.958375740000001,1.1062517727122587
-0.10201743,21,636,64872,3072,0.40910126167513866,102.0,64770,0.001,-8.96839939,1.165500123126834
-0.11582432,21,640,65280,3091,0.2859854516208026,102.0,65178,0.001,-8.969180090000002,1.153993945495755
-0.14423229,21,644,65688,3110,0.8373277112476382,102.0,65586,0.001,-8.949461260000001,1.0856557687123616
-0.49744704,21,648,66096,3129,0.6134229128102899,102.0,65994,0.001,-8.990474709999999,1.0785773957476896
-0.13612282,21,652,66504,3149,0.5028364042952365,102.0,66402,0.001,-8.992405920000001,1.0477591005026126
-0.098044135,21,656,66912,3168,0.4341041834057108,102.0,66810,0.001,-9.06311088,1.108696131145253
-0.5597753,21,660,67320,3187,0.5797791449426144,102.0,67218,0.001,-9.080890310000001,1.1514093747325973
-0.31784958,21,664,67728,3206,0.35110064175929506,102.0,67626,0.001,-9.09503043,1.1148809965919046
-0.20740752,21,668,68136,3225,1.1046023180379587,102.0,68034,0.001,-9.11522416,1.0866511055067474
-0.18116933,21,672,68544,3244,1.1699924289668893,102.0,68442,0.001,-9.133747459999999,1.101047202652576
-0.1686335,21,676,68952,3264,1.077765732821004,102.0,68850,0.001,-9.18301177,1.0606178536134607
-0.2102033,21,680,69360,3284,0.6337661406609649,102.0,69258,0.001,-9.15762314,1.0881739036709654
-0.15230532,21,684,69768,3303,1.0639918255528398,102.0,69666,0.001,-9.16361569,1.0580191179817797
-0.117511876,21,688,70176,3322,1.2944742592380327,102.0,70074,0.001,-9.153857620000002,1.049100868842181
-0.07748933,21,692,70584,3341,0.6242602159835252,102.0,70482,0.001,-9.128965879999999,1.0164246664327734
-0.09915014,21,696,70992,3360,0.5632110944510821,102.0,70890,0.001,-9.119435560000001,1.0301868728562897
-0.4135574,21,700,71400,3379,1.2726332040996675,102.0,71298,0.001,-9.11216875,1.019287574524973
-0.10188573,21,704,71808,3398,0.9503353766494376,102.0,71706,0.001,-9.108295,1.0194407806676977
-0.11263558,21,708,72216,3417,1.7460120603734373,102.0,72114,0.001,-9.13657913,1.0680586777481378
-0.13086344,21,712,72624,3437,1.6819686550902677,102.0,72522,0.001,-9.136267839999999,1.0484010869381475
-0.13333765,21,716,73032,3456,1.758655813047845,102.0,72930,0.001,-9.15145262,1.0585054685087765
-0.27859092,21,720,73440,3475,0.8591559322313497,102.0,73338,0.001,-9.15096836,1.06349415288252
-0.1447013,21,724,73848,3494,0.7707618981709375,102.0,73746,0.001,-9.112994140000001,1.017544150352478
-0.13577504,21,728,74256,3513,0.8558351874862816,102.0,74154,0.001,-9.060828269999998,1.032347791335162
-0.15613674,21,732,74664,3532,0.8565835834426039,102.0,74562,0.001,-9.059123640000001,1.0961165171043545
-0.26327655,21,736,75072,3551,1.1109439059726747,102.0,74970,0.001,-9.065487039999999,1.0792054837825251
-0.5665239,21,740,75480,3571,1.3384922455594528,102.0,75378,0.001,-9.075189029999999,1.0491314647244472
-0.1636629,21,744,75888,3590,1.2885721060903925,102.0,75786,0.001,-9.07202957,1.0317412988812316
-0.12093135,21,748,76296,3610,1.3278519101988744,102.0,76194,0.001,-9.02262017,0.9977536528718238
-0.13798419,21,752,76704,3629,1.457935406534257,102.0,76602,0.001,-9.06328726,0.9606574738726896
-0.10090873,21,756,77112,3648,2.071733230743192,102.0,77010,0.001,-9.044555679999998,1.0514873605148465
-0.13646063,21,760,77520,3667,1.7310444411693835,102.0,77418,0.001,-9.08385806,1.0174706917183072
-0.19231114,21,764,77928,3686,0.9709062816155162,102.0,77826,0.001,-9.132292829999999,0.9589465272192862
-0.11151301,21,768,78336,3705,1.20469991536811,102.0,78234,0.001,-9.136922750000002,1.0411129278295181
-0.10159647,21,772,78744,3724,0.67742383197023,102.0,78642,0.001,-9.12943422,0.9983851301903818
-0.21519151,21,776,79152,3743,0.8834982351856489,102.0,79050,0.001,-9.08481922,0.9143426313119776
-0.11024097,21,780,79560,3763,0.575379288737096,102.0,79458,0.001,-9.067210889999998,0.9946538700776941
-0.31860933,21,784,79968,3782,0.8948507585982773,102.0,79866,0.001,-9.01408329,0.9020217996017605
-0.12443457,21,788,80376,3802,1.432077245905484,102.0,80274,0.001,-9.00064773,0.8679995677050423
-0.1149922,21,792,80784,3821,0.8526289147306599,102.0,80682,0.001,-9.02456954,0.932321595210655
-0.23446739,21,796,81192,3840,0.3134891753103219,102.0,81090,0.001,-9.011121200000002,0.8477327858700472
-0.14570521,21,800,81600,3859,0.8832831212648136,102.0,81498,0.001,-8.986280019999999,0.9130395136627496
-0.19953462,21,804,82008,3879,0.20986355322540975,102.0,81906,0.001,-8.991804440000001,0.8958550399424983
-0.0726183,21,808,82416,3898,0.7617978542385733,102.0,82314,0.001,-8.979695020000001,0.8981940045076258
-0.12818995,21,812,82824,3917,0.5723492682582754,102.0,82722,0.001,-8.97260745,0.8419487710092582
-0.13508469,21,816,83232,3936,0.5653855330675986,102.0,83130,0.001,-8.94328089,0.8564963200513054
-0.08865936,21,820,83640,3955,0.33049042427948877,102.0,83538,0.001,-8.936229939999999,0.8794021144801495
-0.1247669,21,824,84048,3974,0.45786041493399765,102.0,83946,0.001,-8.991287999999999,0.8400450302105323
-0.09187622,21,828,84456,3993,0.5022422510619257,102.0,84354,0.001,-8.97840216,0.8716962220622044
-0.25430152,21,832,84864,4012,0.28911006679831475,102.0,84762,0.001,-8.975013060000002,0.9054660224447063
-0.35692582,21,836,85272,4032,0.4902555524627222,102.0,85170,0.001,-8.9614854,0.87336366667467
-0.1049178,21,840,85680,4050,0.19397558734807022,102.0,85578,0.001,-8.94812457,0.8555202221169191
-0.086473525,21,844,86088,4070,0.9808040920772827,102.0,85986,0.001,-8.950456660000002,0.9394922139597874
-0.13036965,21,848,86496,4089,0.5703196218876424,102.0,86394,0.001,-8.94142489,0.8764377645417756
-0.11758723,21,852,86904,4108,0.2869167032870738,102.0,86802,0.001,-8.916333309999999,0.8509819098547393
-0.07322548,21,856,87312,4127,0.2465775248905023,102.0,87210,0.001,-8.873924050000001,0.897600943551344
-0.12719323,21,860,87720,4146,0.7042781335265175,102.0,87618,0.001,-8.83609057,0.8861147223734388
-0.12137318,21,864,88128,4165,0.4605652172501911,102.0,88026,0.001,-8.764574529999999,0.8929414141411874
-0.10699878,21,868,88536,4184,0.33506108786655114,102.0,88434,0.001,-8.76685558,0.8880980143360063
-0.12677933,21,872,88944,4203,0.31052341038251624,102.0,88842,0.001,-8.757165300000002,0.8854614741661969
-0.083747074,21,876,89352,4223,0.5265284657807034,102.0,89250,0.001,-8.74542395,0.9397763528075873
-0.1417805,21,880,89760,4242,0.7203928500998253,102.0,89658,0.001,-8.764894799999999,0.8796774686551562
-0.34338623,21,884,90168,4261,2.197338625733905,102.0,90066,0.001,-8.80686818,0.9636636294570624
-0.24647772,21,888,90576,4281,1.837246114041145,102.0,90474,0.001,-8.86112744,1.0136845158595664
-0.20148572,21,892,90984,4301,0.8007092762729335,102.0,90882,0.001,-8.83617817,0.8642323332674363
-0.09775515,21,896,91392,4320,0.7664688473074314,102.0,91290,0.001,-8.851444840000001,0.8941422958000034
-0.08321687,21,900,91800,4340,0.5564629366329196,102.0,91698,0.001,-8.84790856,0.8984181471899444
-0.09359541,21,904,92208,4359,0.6256960551893594,102.0,92106,0.001,-8.828902550000002,0.9554459277321311
-0.16193789,21,908,92616,4379,0.3084368697166735,102.0,92514,0.001,-8.80447892,0.9187833211001228
-0.25720617,21,912,93024,4398,1.8331953959503011,102.0,92922,0.001,-8.818960650000001,0.9520574773059172
-0.44670606,21,916,93432,4418,0.5780763500004861,102.0,93330,0.001,-8.8344512,0.9419525639683592
-0.2619332,21,920,93840,4438,0.3465957736742555,102.0,93738,0.001,-8.841005189999999,0.9220856732013178
-0.11619872,21,924,94248,4458,0.5090154002365821,102.0,94146,0.001,-8.802066000000002,0.893546043657789
-0.11989398,21,928,94656,4478,1.5536830209506054,102.0,94554,0.001,-8.81599911,0.9152593180245044
-0.36410278,21,932,95064,4497,0.6087612160024982,102.0,94962,0.001,-8.83910833,0.9561419931112551
-0.20489517,21,936,95472,4516,0.5999143045194739,102.0,95370,0.001,-8.83066428,0.9572986937036702
-0.08104688,21,940,95880,4536,0.8292425884226081,102.0,95778,0.001,-8.83875783,0.9039615871859532
-0.09456223,21,944,96288,4556,0.557581675531087,102.0,96186,0.001,-8.84630622,0.9307301687259301
-0.121750794,21,948,96696,4575,0.9978704055880799,102.0,96594,0.001,-8.85101978,1.0401723349795622
-0.14619988,21,952,97104,4595,1.1114110469945944,102.0,97002,0.001,-8.82911959,0.9193265204336128
-0.113071606,21,956,97512,4615,1.0909221927525805,102.0,97410,0.001,-8.825984670000002,1.008957720270344
-0.104659736,21,960,97920,4634,0.810008732821135,102.0,97818,0.001,-8.810454530000001,0.9559889447455313
-0.10193296,21,964,98328,4654,0.47131162555888295,102.0,98226,0.001,-8.83681741,0.8972257702958351
-0.1265472,21,968,98736,4673,0.7870587783810847,102.0,98634,0.001,-8.89580792,0.8939622909415001
-0.09298847,21,972,99144,4693,0.704532472453281,102.0,99042,0.001,-8.911213170000002,0.9329464178459317
-0.1162392,21,976,99552,4712,1.3291920570236648,102.0,99450,0.001,-8.92120201,0.9972995063837837
-0.093937494,21,980,99960,4731,0.5222348653273109,102.0,99858,0.001,-8.945666820000001,0.9035446281526603
