train/learning_rate,time/episodes,rollout/ep_rew_mean,time/time_elapsed,train/rewards,time/fps,train/actor_loss,time/total_timesteps,rollout/ep_len_mean,train/critic_loss,train/n_updates
0.001,1044,-96.78504152,17072,-0.65897703,20,24.47247686893982,352872,338.0,8.668805819203163,352534
0.001,1048,-96.72944196,17119,-0.55850977,20,24.40685896337385,354224,338.0,6.860750915912481,353886
0.001,1052,-96.82703031,17167,-0.607753,20,24.509618465717022,355576,338.0,7.084732816593181,355238
0.001,1056,-96.53699908,17214,-0.7075102,20,24.916604815150155,356928,338.0,6.278632788086784,356590
0.001,1060,-96.56140099999999,17262,-0.4500435,20,24.137713313808103,358280,338.0,6.724915413461494,357942
0.001,1064,-96.28929287999999,17310,-0.5364968,20,24.795529201891295,359632,338.0,7.0460067345545845,359294
0.001,1068,-96.10465497999998,17359,-0.81660783,20,24.764018989879,360984,338.0,7.933778261997291,360646
0.001,1072,-96.47721492,17408,-0.6490375,20,24.365730669371477,362336,338.0,5.886752099680478,361998
0.001,1076,-96.70554767999998,17455,-0.6649134,20,24.5377941808757,363688,338.0,7.759431899475628,363350
0.001,1080,-96.93571195999998,17503,-0.56096005,20,24.460260978111855,365040,338.0,7.686722148099594,364702
0.001,1084,-96.89374504,17551,-0.72897524,20,24.384024456407897,366392,338.0,6.054115551286901,366054
0.001,1088,-96.96765863,17600,-0.6199401,20,24.39692757962018,367744,338.0,8.825064069596973,367406
0.001,1092,-96.55679302,17648,-0.6079956,20,24.464078654904338,369096,338.0,6.681293425828042,368758
0.001,1096,-96.64436303000002,17699,-0.7541888,20,24.556396631094124,370448,338.0,5.8899246919789965,370110
0.001,1100,-96.65377009,17748,-0.50697327,20,24.500838307939336,371800,338.0,10.30202271617376,371462
0.001,1104,-96.67553068999997,17793,-0.7495077,20,24.610181526319515,373152,338.0,7.1722086845241355,372814
0.001,1108,-97.06708907000001,17840,-0.60241973,20,24.754511669542662,374504,338.0,6.103406222085275,374166
0.001,1112,-97.54277443000001,17886,-0.65424,21,24.82185536446656,375856,338.0,6.232054798913425,375518
0.001,1116,-97.47184896,17932,-0.5504269,21,24.68133263898319,377208,338.0,6.133714181784342,376870
0.001,1120,-97.4865281,17978,-0.7921421,21,25.03160606474566,378560,338.0,5.598069203675851,378222
0.001,1124,-97.65622066,18024,-0.42685765,21,24.82452944467759,379912,338.0,8.331198289902252,379574
0.001,1128,-97.78326718000002,18069,-0.4862058,21,24.760822646011263,381264,338.0,7.425970129183764,380926
0.001,1132,-97.83191814999998,18114,-0.60899913,21,24.744353751459066,382616,338.0,9.162556701686961,382278
0.001,1136,-97.98422910000001,18160,-0.6598236,21,24.461429697522046,383968,338.0,7.576944737480237,383630
0.001,1140,-98.10492977999998,18208,-0.6138829,21,24.80557332236386,385320,338.0,7.593926321648987,384982
0.001,1144,-98.30036444,18254,-0.41755146,21,24.403300200693707,386672,338.0,6.024259449814903,386334
0.001,1148,-98.31532271,18299,-0.69294256,21,24.29837133193157,388024,338.0,6.86291284497673,387686
0.001,1152,-98.62230866,18346,-0.53310513,21,24.591064532127607,389376,338.0,4.995616015421568,389038
0.001,1156,-98.92128432,18392,-0.5450107,21,24.434549286520692,390728,338.0,7.0896299973394745,390390
0.001,1160,-98.62959638000001,18438,-0.5429596,21,24.403098563470785,392080,338.0,6.575897103583319,391742
0.001,1164,-98.94803094000001,18484,-0.64588255,21,24.667826319587302,393432,338.0,6.121735320288754,393094
0.001,1168,-99.14717434,18530,-0.43888986,21,24.626691784379044,394784,338.0,9.096291259548368,394446
0.001,1172,-98.83714699000001,18576,-0.6211958,21,24.442723539453993,396136,338.0,6.534489178269572,395798
0.001,1176,-98.53018415999999,18622,-0.5191122,21,24.56706898029034,397488,338.0,4.947252699256649,397150
0.001,1180,-98.14748887,18669,-0.5238452,21,24.56083926364515,398840,338.0,5.808374622869774,398502
0.001,1184,-98.20344832999997,18714,-0.68906474,21,24.88995678467158,400192,338.0,4.6961514593581475,399854
0.001,1188,-98.01202659999998,18763,-0.7397478,21,24.299306564782498,401544,338.0,7.967955100289463,401206
0.001,1192,-98.57909867000001,18810,-0.4774739,21,24.743258560902973,402896,338.0,8.785495059024653,402558
0.001,1196,-98.33466912,18857,-0.6561522,21,24.306899110241048,404248,338.0,6.974014799446749,403910
0.001,1200,-98.24211470000002,18904,-0.49504262,21,24.85883805314465,405600,338.0,7.159326784709502,405262
0.001,1204,-98.30968770000001,18951,-0.5924416,21,24.368460999438042,406952,338.0,8.225225480350517,406614
0.001,1208,-97.67789250999998,18997,-0.55976164,21,24.58135599215355,408304,338.0,6.72122369680179,407966
0.001,1212,-97.23763828999999,19044,-0.6025887,21,24.192441217998077,409656,338.0,9.587410087592502,409318
0.001,1216,-97.24265073000001,19091,-0.59483,21,24.170785170335037,411008,338.0,6.086648186459344,410670
0.001,1220,-97.24756600000002,19139,-0.5076516,21,24.255755238279082,412360,338.0,6.024620124221554,412022
0.001,1224,-97.21251173,19185,-0.5535876,21,24.304210267828765,413712,338.0,6.498043568176631,413374
0.001,1228,-97.16273555999999,19233,-0.6624397,21,24.321617837488297,415064,338.0,7.788813429118614,414726
0.001,1232,-97.52047265000002,19280,-0.7014406,21,23.988080583380523,416416,338.0,5.841289059473918,416078
0.001,1236,-97.85322248,19327,-0.7221268,21,24.2402195676544,417768,338.0,7.663574614292066,417430
0.001,1240,-97.90457531999999,19373,-0.6546562,21,23.835514745768712,419120,338.0,6.4614948996249035,418782
0.001,1244,-97.68723774999997,19422,-0.5140536,21,24.10659739251673,420472,338.0,4.37129143374206,420134
0.001,1248,-97.53108719,19468,-0.70114493,21,23.946771779709312,421824,338.0,6.5925337864449745,421486
0.001,1252,-97.24410280999999,19515,-0.65933233,21,23.742683692796696,423176,338.0,5.294383453899587,422838
0.001,1256,-97.06310575000002,19561,-0.580479,21,24.12921803942799,424528,338.0,7.765008042902636,424190
0.001,1260,-97.17319476,19608,-0.5447475,21,24.204186828884147,425880,338.0,6.1574868826118445,425542
0.001,1264,-96.96299452000001,19654,-0.5498297,21,23.876803606924927,427232,338.0,6.629654431131464,426894
0.001,1268,-96.73614362,19701,-0.52912855,21,23.567772577500204,428584,338.0,6.110241450854307,428246
0.001,1272,-96.72298334999999,19747,-0.4932312,21,23.512300705768652,429936,338.0,6.2859057489584185,429598
0.001,1276,-96.77577057999999,19792,-0.55685014,21,23.72845158774472,431288,338.0,6.1028411576204755,430950
0.001,1280,-96.92744138999998,19838,-0.75452715,21,24.17296897165874,432640,338.0,6.916131074435612,432302
0.001,1284,-96.93557944,19884,-0.58898944,21,23.466524022570727,433992,338.0,7.276097493147003,433654
0.001,1288,-96.84056284,19930,-0.567605,21,24.130540610770502,435344,338.0,8.111137236980998,435006
0.001,1292,-96.63765765000002,19975,-0.5871782,21,24.159707216116097,436696,338.0,6.544038690229844,436358
0.001,1296,-97.01367755,20707,-0.5505738,21,23.300927969125603,438048,338.0,6.128773257577207,437710
0.001,1300,-97.24255498000001,20752,-0.5100042,21,23.688061663384975,439400,338.0,6.1706133224731365,439062
0.001,1304,-97.17911347,20796,-0.5681581,21,23.85471015569021,440752,338.0,6.671049437402973,440414
0.001,1308,-97.43360807,20841,-0.5619145,21,23.791546285505124,442104,338.0,6.788914534467212,441766
0.001,1312,-97.47951557,20886,-0.52293146,21,24.030788274911735,443456,338.0,5.232582254698996,443118
0.001,1316,-97.91468664000001,21963,-0.6278857,20,23.542365181375537,444808,338.0,9.217488849127786,444470
0.001,1320,-97.89646514,22939,-0.51535124,19,23.48389881743482,446160,338.0,7.1609640713979505,445822
0.001,1324,-97.98922552,23884,-0.50806916,18,23.459957991831402,447512,338.0,7.3064814373057265,447174
0.001,1328,-98.27183079000001,23928,-0.65447253,18,23.658455278746477,448864,338.0,5.981907878313544,448526
0.001,1332,-97.91139614,24988,-0.5851712,18,23.593134366548977,450216,338.0,10.170567049429966,449878
0.001,1336,-97.51130007,25032,-0.5982135,18,23.476284275393514,451568,338.0,5.072095065074559,451230
0.001,1340,-97.43954329,25077,-0.70383704,18,23.691844533886428,452920,338.0,6.003144667346096,452582
0.001,1344,-97.72921204999999,25121,-0.5079426,18,23.615716877773668,454272,338.0,7.025047776085385,453934
0.001,1348,-97.67389399000001,25165,-0.8572631,18,23.601046251827444,455624,338.0,5.542246610102569,455286
0.001,1352,-97.70146972999999,25210,-0.52259606,18,23.234337304470806,456976,338.0,6.534651973455615,456638
0.001,1356,-97.64248362000001,25254,-0.7851259,18,23.111004203028934,458328,338.0,4.635726295632018,457990
0.001,1360,-97.98833072,25299,-0.48858348,18,23.325298365756606,459680,338.0,5.439377311418748,459342
0.001,1364,-97.96952513000001,25343,-0.32465795,18,23.192567486734784,461032,338.0,5.284889301075738,460694
0.001,1368,-98.36444042000001,25387,-0.49780032,18,23.180802813648473,462384,338.0,5.713218633856999,462046
0.001,1372,-98.32653536999999,25431,-0.5651906,18,23.0793801539043,463736,338.0,5.041315534587443,463398
0.001,1376,-98.07653951999997,25476,-0.6492806,18,23.065995752458743,465088,338.0,5.5717022918032475,464750
0.001,1380,-98.11062363,25520,-0.49883896,18,23.102177749724078,466440,338.0,5.824542919383246,466102
0.001,1384,-98.12695322999998,25564,-0.59150696,18,22.997009593354175,467792,338.0,8.240809433206298,467454
0.001,1388,-98.07182394,26556,-0.4440606,17,23.275963348749826,469144,338.0,5.994515032634228,468806
0.001,1392,-98.10698389000001,26600,-0.742658,17,23.155979269355008,470496,338.0,6.41084229963771,470158
0.001,1396,-98.03436216999998,27557,-0.5244601,17,23.323024625608905,471848,338.0,4.084301142473898,471510
0.001,1400,-97.93726048,27601,-0.5076248,17,23.12330075551772,473200,338.0,6.251091453450671,472862
0.001,1404,-97.84267076000002,27645,-0.5054496,17,23.12276611102403,474552,338.0,7.285080579170109,474214
0.001,1408,-97.49585044999999,28664,-0.54273707,16,23.42233515632223,475904,338.0,4.9795269312766886,475566
0.001,1412,-97.56487456999999,29609,-0.62065023,16,23.703417219353852,477256,338.0,5.434835145194855,476918
0.001,1416,-97.66764409,29653,-0.55595624,16,23.127419093656822,478608,338.0,5.274242154592593,478270
0.001,1420,-97.85742424000001,29698,-0.46631223,16,23.404408471824148,479960,338.0,7.616112376105856,479622
0.001,1424,-98.04070467999996,29743,-0.6522527,16,23.363033035097743,481312,338.0,4.347969619656456,480974
0.001,1428,-98.37404968000001,29787,-0.6884461,16,22.96550713488336,482664,338.0,4.796061474278834,482326
0.001,1432,-99.19345548000001,29832,-0.85335875,16,23.234851035846056,484016,338.0,5.172276752763952,483678
0.001,1436,-99.71902362,29877,-0.5027725,16,23.089982557578907,485368,338.0,6.39440792419854,485030
0.001,1440,-99.88509486999999,29922,-0.5067597,16,23.003269872721837,486720,338.0,5.4599185930730325,486382
0.001,1444,-99.69585755,29966,-0.5930704,16,23.398396475075266,488072,338.0,5.674093220713576,487734
0.001,1448,-99.85627064999998,30011,-0.40190738,16,22.788224011483276,489424,338.0,6.348597203309719,489086
0.001,1452,-99.86715077999996,30056,-0.46156457,16,23.068394948744913,490776,338.0,8.77097277440263,490438
0.001,1456,-100.01697818000001,30100,-0.54512805,16,23.34985338019196,492128,338.0,5.7273560951094655,491790
0.001,1460,-100.04617234999999,30145,-0.5262767,16,22.721716333423142,493480,338.0,5.109951016553761,493142
0.001,1464,-99.92819712,30190,-0.51847005,16,22.626410173946585,494832,338.0,4.984624433623263,494494
0.001,1468,-99.48698565,30234,-0.48750767,16,23.024649710344846,496184,338.0,5.315450141944829,495846
0.001,1472,-99.69064479999999,30279,-0.67479086,16,22.770565947132,497536,338.0,5.35131739970495,497198
0.001,1476,-100.24929578999999,30324,-0.5086359,16,22.848842936860034,498888,338.0,4.530373228460374,498550
0.001,1480,-100.80462357,30368,-0.43049204,16,22.7416899246577,500240,338.0,5.8681877347139215,499902
