time/fps,train/actor_loss,time/time_elapsed,time/total_timesteps,train/rewards,train/n_updates,train/learning_rate,time/episodes,rollout/ep_len_mean,train/critic_loss,rollout/ep_rew_mean
55,0.863705924912995,168,9384,-0.08104239,109344,0.001,92,102.0,0.012692084910311536,-9.639874195652174
55,0.8809598099951651,175,9792,-0.07637242,109752,0.001,96,102.0,0.012278556278176313,-9.591085958333332
55,0.8339503968463224,182,10200,-0.11103094,110160,0.001,100,102.0,0.013759016675655456,-9.565170209999998
55,0.8905307580442989,190,10608,-0.09080209,110568,0.001,104,102.0,0.009808955330620794,-8.64807459
55,0.8366777645606621,197,11016,-0.064050004,110976,0.001,108,102.0,0.012723649240226722,-8.59456367
55,0.8437469274389977,204,11424,-0.11169556,111384,0.001,112,102.0,0.011082601069253595,-8.53484827
55,0.848509733583413,211,11832,-0.13483372,111792,0.001,116,102.0,0.011448553147013573,-8.513744189999999
55,0.8065537097407323,219,12240,-0.11720034,112200,0.001,120,102.0,0.009920734665630496,-8.52294111
55,0.8390001946804571,226,12648,-0.10986766,112608,0.001,124,102.0,0.011078093582125125,-8.490009769999999
55,0.8006837777062958,233,13056,-0.08207208,113016,0.001,128,102.0,0.010354675156265205,-8.46356922
55,0.8413425496980256,241,13464,-0.068012685,113424,0.001,132,102.0,0.010995930873368885,-8.45081493
55,0.811184050990086,249,13872,-0.049937755,113832,0.001,136,102.0,0.011532290096796466,-8.43640965
55,0.8089848008810305,256,14280,-0.10823498,114240,0.001,140,102.0,0.011155161947267605,-8.43158135
55,0.8118578020264121,263,14688,-0.10327168,114648,0.001,144,102.0,0.011248612938467049,-8.41684179
55,0.7721624795128318,270,15096,-0.099838346,115056,0.001,148,102.0,0.00908320697193381,-8.43959048
55,0.8113122862928054,278,15504,-0.08688746,115464,0.001,152,102.0,0.011624097709964011,-8.48797298
55,0.8139995500153187,285,15912,-0.09059774,115872,0.001,156,102.0,0.010228493933419824,-8.48174437
55,0.7755661852219525,292,16320,-0.07190389,116280,0.001,160,102.0,0.01072641454554875,-8.47137051
55,0.8233689572296891,300,16728,-0.11308299,116688,0.001,164,102.0,0.006872314700683323,-8.467974980000001
55,0.786878388301999,307,17136,-0.08096953,117096,0.001,168,102.0,0.006403153401562104,-8.46375427
55,0.7992492657081753,314,17544,-0.08670418,117504,0.001,172,102.0,0.008177353587348526,-8.50795521
55,0.7876426156829385,321,17952,-0.08084675,117912,0.001,176,102.0,0.0067034232767992745,-8.507728539999999
55,0.7922167474148321,329,18360,-0.091149025,118320,0.001,180,102.0,0.014281024172555144,-8.45199691
55,0.7901836662900215,336,18768,-0.09185548,118728,0.001,184,102.0,0.010255311275649742,-8.428933290000002
55,0.7906025075444988,343,19176,-0.071418755,119136,0.001,188,102.0,0.006767706625967049,-8.43696572
55,0.7778949112284417,350,19584,-0.09589593,119544,0.001,192,102.0,0.0057396296475666995,-8.4607966
55,0.7796134831858617,358,19992,-0.091459,119952,0.001,196,102.0,0.0066648761755512915,-8.446620439999998
55,0.7591652098823997,365,20400,-0.10855115,120360,0.001,200,102.0,0.007763857529818208,-8.41659291
55,0.7381392179750929,372,20808,-0.06728025,120768,0.001,204,102.0,0.01325007164896484,-8.426455260000001
55,0.7433429862938675,380,21216,-0.072169945,121176,0.001,208,102.0,0.007288056439446176,-8.44259437
55,0.7333634519109539,387,21624,-0.0966755,121584,0.001,212,102.0,0.0058372776975910015,-8.47298281
55,0.7607526206502727,394,22032,-0.079220116,121992,0.001,216,102.0,0.005674803797292578,-8.46422015
55,0.7423190620600009,401,22440,-0.12309006,122400,0.001,220,102.0,0.010395794974493921,-8.46635173
55,0.7332843694032407,409,22848,-0.056535773,122808,0.001,224,102.0,0.005009889925656584,-8.44398311
55,0.7518662284402287,416,23256,-0.08791781,123216,0.001,228,102.0,0.006091709847918109,-8.45110264
55,0.7504426457133948,423,23664,-0.09163534,123624,0.001,232,102.0,0.005250264690759792,-8.44424573
55,0.7487059451785743,430,24072,-0.04161774,124032,0.001,236,102.0,0.008905059832613915,-8.417328099999999
55,0.7364020996233996,438,24480,-0.114839256,124440,0.001,240,102.0,0.005906907521991753,-8.39907234
55,0.7337260631953969,445,24888,-0.06827165,124848,0.001,244,102.0,0.006994666069444707,-8.39162944
55,0.7079890826169182,452,25296,-0.11389822,125256,0.001,248,102.0,0.00724911387420862,-8.389800890000002
55,0.7453231975144031,460,25704,-0.077142715,125664,0.001,252,102.0,0.006116606281412875,-8.333764260000002
55,0.7225921890314888,467,26112,-0.07994104,126072,0.001,256,102.0,0.0049102423876962245,-8.314207309999999
55,0.7184664899227666,475,26520,-0.08955243,126480,0.001,260,102.0,0.005358831913612199,-8.33630526
55,0.7400050221704969,482,26928,-0.11791312,126888,0.001,264,102.0,0.005054055253162468,-8.35365422
55,0.6969794730345408,490,27336,-0.075599544,127296,0.001,268,102.0,0.01005543663175594,-8.34757847
55,0.7201659983279658,497,27744,-0.074052736,127704,0.001,272,102.0,0.006673911565859967,-8.293042680000001
55,0.7138572738451117,505,28152,-0.13795517,128112,0.001,276,102.0,0.008981275658680163,-8.250870599999999
55,0.7273165256369347,512,28560,-0.061192255,128520,0.001,280,102.0,0.0045927413744970644,-8.22267746
55,0.6845134747963325,519,28968,-0.082279205,128928,0.001,284,102.0,0.00464928241026606,-8.22054588
55,0.7516514746581807,527,29376,-0.03730488,129336,0.001,288,102.0,0.004684729627721633,-8.234199940000002
55,0.7073793621624217,534,29784,-0.11359532,129744,0.001,292,102.0,0.006321071569497387,-8.24824417
