0.000000000000000000e+00,0.000000000000000000e+00
2.083333333333333218e-02,1.628873249192662520e+00
4.166666666666666435e-02,1.082989914210884752e+00
6.250000000000000000e-02,4.253325248974957340e+00
8.333333333333332871e-02,1.286919464337051622e+00
1.041666666666666574e-01,9.282899022121378074e-01
1.250000000000000000e-01,1.495442502743507873e+00
1.458333333333333148e-01,7.484657533663439111e-01
1.666666666666666574e-01,-3.750743576857620276e-01
1.875000000000000000e-01,-1.205150875938021615e+00
2.083333333333333148e-01,-1.633889309147915636e+00
2.291666666666666574e-01,-1.852360245955986473e+00
2.500000000000000000e-01,-1.400127754160041871e+00
2.708333333333333148e-01,-1.483293422638232606e+00
2.916666666666666297e-01,-1.637981624434594163e+00
3.125000000000000000e-01,-1.758996904756051638e+00
3.333333333333333148e-01,-1.647424566199947371e+00
3.541666666666666297e-01,-2.459500218575403352e-01
3.750000000000000000e-01,-2.367904919423556187e+00
3.958333333333333148e-01,-2.368849825875814830e+00
4.166666666666666297e-01,-2.322027794409025070e+00
4.375000000000000000e-01,-2.213879356601793802e+00
4.583333333333333148e-01,-2.084183097132564555e+00
4.791666666666666297e-01,-5.884101832801302834e-01
5.000000000000000000e-01,-5.279992876860486462e-01
5.208333333333332593e-01,-1.547814034998532762e+00
5.416666666666666297e-01,-1.189497918195089099e+00
5.625000000000000000e-01,2.233992514372680560e+01
5.833333333333332593e-01,1.706889481119686636e+01
6.041666666666666297e-01,-2.640533815646031357e+01
6.250000000000000000e-01,2.470253512383725791e+01
6.458333333333332593e-01,2.952604935333342695e+01
6.666666666666666297e-01,-2.860099236762443198e+01
6.875000000000000000e-01,7.825410035045354817e-01
7.083333333333332593e-01,2.870182185535334085e+01
7.291666666666666297e-01,1.706301708375026749e+01
7.500000000000000000e-01,-2.705167278939767428e+01
7.708333333333332593e-01,-2.836560105136631904e+01
7.916666666666666297e-01,3.137149210995472970e+01
8.125000000000000000e-01,3.407479966282426176e+01
8.333333333333332593e-01,-3.115590162445582934e+01
8.541666666666666297e-01,-2.852527587019839928e+01
8.750000000000000000e-01,3.395779312248750159e+01
