0.000000000000000000e+00,-1.515940409683426333e+04
2.083333333333333218e-02,2.631957785130503180e+04
4.166666666666666435e-02,3.263108375322794382e+04
6.250000000000000000e-02,3.387445677614525630e+04
8.333333333333332871e-02,3.455214719825477368e+04
1.041666666666666574e-01,3.518027934357925551e+04
1.250000000000000000e-01,3.566168002943809552e+04
1.458333333333333148e-01,3.619634874699446664e+04
1.666666666666666574e-01,3.685950458064434497e+04
1.875000000000000000e-01,3.747915184129366389e+04
2.083333333333333148e-01,3.781235728401803499e+04
2.291666666666666574e-01,3.795336346931149455e+04
2.500000000000000000e-01,3.800223947782906907e+04
2.708333333333333148e-01,3.803898949996280862e+04
2.916666666666666297e-01,3.808646854859208543e+04
3.125000000000000000e-01,3.812782779147390102e+04
3.333333333333333148e-01,3.818715507466375857e+04
3.541666666666666297e-01,3.825344787117697706e+04
3.750000000000000000e-01,3.830372425363562797e+04
3.958333333333333148e-01,3.832406879502957599e+04
4.166666666666666297e-01,3.835703276394199929e+04
4.375000000000000000e-01,3.828521967218153441e+04
4.583333333333333148e-01,3.828199428504760726e+04
4.791666666666666297e-01,3.831744488277693017e+04
5.000000000000000000e-01,3.825800164365382807e+04
5.208333333333332593e-01,3.821586362157636904e+04
5.416666666666666297e-01,3.937474070161606505e+04
5.625000000000000000e-01,3.931466258632963581e+04
5.833333333333332593e-01,3.826275132435843989e+04
6.041666666666666297e-01,3.534292093020256289e+04
6.250000000000000000e-01,3.738953528705271310e+04
6.458333333333332593e-01,4.097110730918218178e+04
6.666666666666666297e-01,3.766056185197870946e+04
6.875000000000000000e-01,3.595931341070522467e+04
7.083333333333332593e-01,3.840215843214130291e+04
7.291666666666666297e-01,4.420508878323646786e+04
7.500000000000000000e-01,3.891113405168455938e+04
7.708333333333332593e-01,3.257691377236566768e+04
7.916666666666666297e-01,3.904559990053553338e+04
8.125000000000000000e-01,4.390102358919181279e+04
8.333333333333332593e-01,3.912094757021383703e+04
8.541666666666666297e-01,3.271965935075008019e+04
8.750000000000000000e-01,3.915701517847496871e+04
8.958333333333332593e-01,4.557488399046499399e+04
9.166666666666666297e-01,3.915761650910386379e+04
9.375000000000000000e-01,3.274943445681458979e+04
9.583333333333332593e-01,3.978965377400663419e+04
9.791666666666666297e-01,4.476209877997318108e+04
1.000000000000000000e+00,3.984200114841891627e+04
1.020833333333333259e+00,3.488278699904371024e+04
1.041666666666666519e+00,3.911991372608803067e+04
1.062500000000000000e+00,4.227888869720548246e+04
1.083333333333333259e+00,4.160449667707387562e+04
1.104166666666666519e+00,3.586029530071534828e+04
1.125000000000000000e+00,3.602278361665082775e+04
1.145833333333333259e+00,4.203967444883229473e+04
1.166666666666666519e+00,4.222959456452194718e+04
1.187500000000000000e+00,3.902213318237086787e+04
1.208333333333333259e+00,3.479829803381043166e+04
1.229166666666666519e+00,3.902165644210460596e+04
1.250000000000000000e+00,4.217773347367443785e+04
1.270833333333333259e+00,3.896338968026693328e+04
1.291666666666666519e+00,3.829861192422745808e+04
1.312500000000000000e+00,3.899889740107394755e+04
1.333333333333333259e+00,3.846967093520471826e+04
1.354166666666666519e+00,3.893267021929955081e+04
1.375000000000000000e+00,3.888795716561298468e+04
1.395833333333333259e+00,3.977963390127816820e+04
1.416666666666666519e+00,4.026798897268070141e+04
1.437500000000000000e+00,3.884482827071647625e+04
1.458333333333333259e+00,3.869654039377828303e+04
1.479166666666666519e+00,3.881131867537806829e+04
1.500000000000000000e+00,3.879061751805001404e+04
1.520833333333333259e+00,3.874480821488547372e+04
1.541666666666666519e+00,3.871209502058012004e+04
1.562500000000000000e+00,3.870711272301864665e+04
1.583333333333333259e+00,3.884614623771312472e+04
1.604166666666666519e+00,3.866602263802817470e+04
1.625000000000000000e+00,3.723971080282136973e+04
1.645833333333333259e+00,3.940498596584813640e+04
1.666666666666666519e+00,3.971741071465073765e+04
1.687500000000000000e+00,3.864923469958373607e+04
1.708333333333333259e+00,3.674130123673391063e+04
1.729166666666666519e+00,3.863940496388816973e+04
1.750000000000000000e+00,4.183866458374547801e+04
1.770833333333333259e+00,3.863099784040490340e+04
1.791666666666666519e+00,3.541836194107067422e+04
1.812500000000000000e+00,3.862053182319967163e+04
1.833333333333333259e+00,4.183637707509903703e+04
1.854166666666666519e+00,3.864025814962654840e+04
1.875000000000000000e+00,3.542943007693090476e+04
1.895833333333333259e+00,3.862939347868022742e+04
1.916666666666666519e+00,4.184525883038645406e+04
1.937500000000000000e+00,3.862854572127015854e+04
1.958333333333333259e+00,3.417996616710187664e+04
1.979166666666666519e+00,3.963124936475092545e+04
2.000000000000000000e+00,4.291415305793369043e+04
2.020833333333333037e+00,3.866181430066738540e+04
2.041666666666666519e+00,3.466003815121358639e+04
2.062500000000000000e+00,3.864311942722441745e+04
2.083333333333333037e+00,4.183483717161760433e+04
2.104166666666666519e+00,3.863330448296184477e+04
2.125000000000000000e+00,3.725476965447743714e+04
2.145833333333333037e+00,3.863922447095093958e+04
2.166666666666666519e+00,4.209332231780896109e+04
2.187500000000000000e+00,3.863522103014980530e+04
2.208333333333333037e+00,3.543412675183518149e+04
2.229166666666666519e+00,3.862903783161524188e+04
2.250000000000000000e+00,4.181749036302636523e+04
2.270833333333333037e+00,3.861298563663815730e+04
2.291666666666666519e+00,3.541836854612776369e+04
2.312500000000000000e+00,3.900067619586387445e+04
2.333333333333333037e+00,4.181324199531709019e+04
2.354166666666666519e+00,3.861094023606003611e+04
2.375000000000000000e+00,3.542050787162181950e+04
2.395833333333333037e+00,3.960887035439582542e+04
